Number_seasons,Games_played,At_bats,Runs,Hits,Doubles,Triples,Home_runs,RBIs,Walks,Strikeouts,Batting_average,On_base_pct,Slugging_pct,Fielding_ave,Catcher,Designated_hitter,First_base,Outfield,Second_base,Shortstop,Third_base
-0.8036527739629541,-0.23367897100274262,-0.033918942418089675,-0.44595679674234057,0.050408092078033186,-0.4280812827291125,0.186374823143582,-0.6316759335587524,-0.23115521372584086,-0.86617203487528,-0.4418246435487693,0.7058182694850099,-0.5557481929099669,-0.3751856159598136,1.0544959527411113,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3.3122717622291256,4.316313277364686,4.573470549002752,4.132759217569889,4.680752291311511,4.674347950503997,2.0974144003220756,0.7679976705980839,2.092010867195423,3.8472722976623763,2.154195097677168,1.3272691687523261,1.234304992955449,0.3874927336058428,0.974322829277419,0.0,0.0,0.0,1.0,0.0,0.0,0.0
-0.8036527739629541,-0.0962111200946203,0.1461134697193299,0.1004743325377198,-0.03199897392578627,-0.1441349678948922,0.2360122147586078,-0.7757599810454856,-0.6750007285814149,0.04223723648652284,-0.7017360359957047,-0.5759242102538273,-0.37370888587280576,-1.0383841807995147,-1.3106111894378087,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-0.8036527739629541,-0.06716861638163671,0.08322214707932465,0.2404468385601983,0.11260210415638748,0.5184064333849552,-0.5581860510818052,-0.05533974361181983,-0.15811734419264514,-0.1291607392421192,-0.24379691597015196,0.4339335010555613,0.11172926622629052,0.22169309239591822,0.7338034588863419,0.0,0.0,0.0,1.0,0.0,0.0,0.0
-1.1202623536700371,-0.6112315192715293,-0.5744962652627148,-1.021997494604079,-0.7472301128268607,-0.6862142962147673,-0.8063730091569342,-0.04504802593419603,-0.5457798824842225,-0.931303265652164,0.5049954289364951,-1.5081005591548005,-1.9210429956886734,-0.5907251495327167,0.6135437736908034,1.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.48704319425587106,-0.6983590304104801,-0.7295641829170788,-0.5374772814493457,-0.6757069989367532,-0.5141256205576641,-0.5581860510818052,-0.6831345219468714,-0.7901758305376081,-0.519948123903423,-0.3985060781409468,0.04552668901348873,0.020709612707709966,-0.507825328927754,0.6536303354226495,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.46278554486537815,0.4265539467390843,0.1830801250115467,-0.23868981667059352,-0.02888927332186855,-0.2043660043748783,-0.5830047468893181,0.6239136231113507,0.0834694550325407,-0.12573277972754637,0.41835829812085,-0.7312869350706565,-0.798467268959515,0.022733522944007618,1.1346690762048037,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1.7292238636937103,1.19521221167605,0.6670072488369305,-0.0448817314087002,0.46866282330496584,0.02795370776221102,-0.1859056139691116,-0.35379955626290993,0.23235434292713197,0.3850331879438069,0.2822142354105505,-0.3040394418243766,-0.31302911686041873,-0.8062646831056189,0.7338034588863419,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.46278554486537815,0.4304262805674821,-0.06560464695427551,0.06278942707012942,-0.28854927374899775,-0.2043660043748783,-0.7567356175419084,1.1899580953806594,0.29415561714752836,1.8521998601809828,1.705538527381863,-1.0808530659085218,1.6590633760421583,0.7190920160256938,0.773890020618188,1.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.8036527739629541,-0.57444434790175,-0.6897170090306634,-0.6478402188901461,-0.787656220677791,-0.6431921273004915,-0.6574608343118568,-0.15825692038805778,-0.7199471098326122,-0.8970236705064356,0.6937406067848648,-1.1585344283169363,-1.6479840351329336,-0.35860565183882104,0.6135437736908034,0.0,0.0,0.0,1.0,0.0,0.0,0.0
